0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
0.25,-1.81
